condition,family,model,layer,head,selection_rho,selection_p,n_selection,selection_p_fdr
natural,gpt2,gpt2-large,31,6,-0.34695652173913033,0.09670236783045817,24,0.39336556405610107
natural,gpt2,gpt2-large,35,16,-0.3426086956521739,0.10124049007057848,24,0.3954840820961904
natural,gpt2,gpt2-large,26,15,-0.3417391304347826,0.10216672120818251,24,0.3954840820961904
natural,gpt2,gpt2-large,26,7,-0.3417391304347826,0.10216672120818251,24,0.3954840820961904
natural,gpt2,gpt2-large,29,0,-0.3347826086956522,0.10980353592186973,24,0.41829918446426567
natural,gpt2,gpt2-large,27,16,-0.3321739130434782,0.11277279029569673,24,0.4228979636088627
natural,gpt2,gpt2-large,28,13,-0.32434782608695645,0.12203323885388005,24,0.449432831118174
natural,gpt2,gpt2-large,27,9,-0.32260869565217387,0.12416401155590813,24,0.449432831118174
natural,gpt2,gpt2-large,24,8,-0.3208695652173913,0.12632163923076095,24,0.449432831118174
natural,gpt2,gpt2-large,26,3,-0.3173913043478261,0.13071808560327577,24,0.449432831118174
natural,gpt2,gpt2-large,31,12,-0.3173913043478261,0.13071808560327577,24,0.449432831118174
natural,gpt2,gpt2-large,25,17,-0.31652173913043474,0.13183422455052596,24,0.449432831118174
natural,gpt2,gpt2-large,35,7,-0.31565217391304345,0.13295721253912648,24,0.449432831118174
natural,gpt2,gpt2-large,30,3,-0.31130434782608696,0.13867554266987714,24,0.45353518647230723
natural,gpt2,gpt2-large,35,9,-0.31130434782608696,0.13867554266987714,24,0.45353518647230723
natural,gpt2,gpt2-large,28,8,-0.3104347826086956,0.13984001582896138,24,0.45353518647230723
natural,gpt2,gpt2-large,35,2,-0.3060869565217391,0.14576740958659434,24,0.4641284758248727
natural,gpt2,gpt2-large,25,9,-0.3052173913043478,0.14697401734454302,24,0.4641284758248727
natural,gpt2,gpt2-large,29,6,-0.29739130434782607,0.15815426059539578,24,0.4905613947008109
natural,gpt2,gpt2-large,28,12,-0.2965217391304348,0.15943245327776354,24,0.4905613947008109
natural,gpt2,gpt2-large,27,17,-0.29478260869565215,0.16201059639566906,24,0.4921840903159566
natural,gpt2,gpt2-large,29,10,-0.2904347826086956,0.16858358873548324,24,0.503467220600029
natural,gpt2,gpt2-large,34,17,-0.2895652173913043,0.1699201869525098,24,0.503467220600029
natural,gpt2,gpt2-large,32,4,-0.2817391304347826,0.18228277001095713,24,0.5335105463735331
natural,gpt2,gpt2-large,25,8,-0.2782608695652174,0.18797139452214312,24,0.5435317431965584
